module_name,category,phase,phase_name,purpose_output_goal,data_sources,auth_strategy,telemetry_tables,success_criteria,failure_modes,execution_frequency,runtime_estimate_minutes,owner_team,development_status,priority,impact_level,priority_score,batch_order_hint,integration_endpoints,credential_owner,secret_rotation_days,telemetry_schema_notes,expected_artifacts,rollback_plan
structured_log_validator,Logging & Observability,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
backup_encryption_status_checker,Backup & Disaster Recovery,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
incremental_backup_monitor,Backup & Disaster Recovery,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
archival_policy_compliance_checker,Backup & Disaster Recovery,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
auth_log_inspector,User & Account Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
password_expiry_notifier,User & Account Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
account_ownership_validator,User & Account Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
service_account_usage_monitor,User & Account Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices, WinRM/WMI/PowerShell",AD delegated service account (JEA) in Vault kv/tenants/<tenant>/winops,"network_assets, network_findings, firewall_policies, svc_inventory, task_schedules",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,WindowsOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; winrm://<host>; powershell://ScheduledTasks,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); svc_inventory(host_id, svc_name, state) + idx(host_id, svc_name); svc_inventory(host_id, svc_name, start_type, state) idx(host_id,svc_name)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export; Raw svc_inventory export; Raw task_schedules export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
auto_patch_deployment,IT Process Automation,5,Process & Application Monitoring,Learn golden process baselines per host and alert on anomalies/drift.,Lightweight Linux agent; SSH (fallback),Mutual‑TLS agent certs issued per tenant; certs in Vault PKI; strict revocation.,"proc_snapshots, proc_alerts",Baselines converge; meaningful anomalies <2% false positives; alerts delivered.,Agent heartbeat gaps; out-of-date baseline; clock skew; SSH fallback failure.,5min_deltas,5,Platform,pilot,P3 - Routine,Medium,3.0,3,agent://linux; ssh://<host>,Platform via Vault PKI,90,"proc_snapshots(host_id uuid, ts timestamptz, processes jsonb) + idx(host_id, ts)","Baseline snapshot, anomaly alerts, drift summary",Freeze baseline version; suppress noisy signatures; re-learn window 24h.
incident_auto_escalation,IT Process Automation,5,Process & Application Monitoring,Learn golden process baselines per host and alert on anomalies/drift.,Lightweight Linux agent; SSH (fallback),Mutual‑TLS agent certs issued per tenant; certs in Vault PKI; strict revocation.,"proc_snapshots, proc_alerts",Baselines converge; meaningful anomalies <2% false positives; alerts delivered.,Agent heartbeat gaps; out-of-date baseline; clock skew; SSH fallback failure.,5min_deltas,5,Platform,pilot,P3 - Routine,Medium,3.0,3,agent://linux; ssh://<host>,Platform via Vault PKI,90,"proc_snapshots(host_id uuid, ts timestamptz, processes jsonb) + idx(host_id, ts)","Baseline snapshot, anomaly alerts, drift summary",Freeze baseline version; suppress noisy signatures; re-learn window 24h.
resource_tagging_enforcer,IT Process Automation,5,Process & Application Monitoring,Learn golden process baselines per host and alert on anomalies/drift.,Lightweight Linux agent; SSH (fallback),Mutual‑TLS agent certs issued per tenant; certs in Vault PKI; strict revocation.,"proc_snapshots, proc_alerts",Baselines converge; meaningful anomalies <2% false positives; alerts delivered.,Agent heartbeat gaps; out-of-date baseline; clock skew; SSH fallback failure.,5min_deltas,5,Platform,pilot,P3 - Routine,Medium,3.0,3,agent://linux; ssh://<host>,Platform via Vault PKI,90,"proc_snapshots(host_id uuid, ts timestamptz, processes jsonb) + idx(host_id, ts)","Baseline snapshot, anomaly alerts, drift summary",Freeze baseline version; suppress noisy signatures; re-learn window 24h.
compliance_scan_scheduler,IT Process Automation,5,Process & Application Monitoring,Learn golden process baselines per host and alert on anomalies/drift.,Lightweight Linux agent; SSH (fallback),Mutual‑TLS agent certs issued per tenant; certs in Vault PKI; strict revocation.,"proc_snapshots, proc_alerts",Baselines converge; meaningful anomalies <2% false positives; alerts delivered.,Agent heartbeat gaps; out-of-date baseline; clock skew; SSH fallback failure.,5min_deltas,5,Platform,pilot,P3 - Routine,Medium,3.0,3,agent://linux; ssh://<host>,Platform via Vault PKI,90,"proc_snapshots(host_id uuid, ts timestamptz, processes jsonb) + idx(host_id, ts)","Baseline snapshot, anomaly alerts, drift summary",Freeze baseline version; suppress noisy signatures; re-learn window 24h.
azure_policy_compliance_checker,Cloud Security Posture Mgmt,6,Cloud & Virtual Infra Discovery,"Discover accounts, resources, and misconfigurations across AWS Organizations.","AWS Organizations, Config, Security Hub, IAM APIs",Cross‑account IAM role with external ID; short‑lived creds; brokered via Vault AWS engine.,"cloud_accounts, cloud_assets, cloud_findings",All target accounts reachable; throttling handled; misconfigs triaged.,Role trust broken; throttling >30m; API quota exceeded; region denies.,hourly,15,CloudOps,in-progress,P2 - Elevated,High,4.0,2,"sts:AssumeRole (arn:aws:iam::<acct>:role/TenantraAudit), https://api.aws.amazon.com/; https://management.azure.com/; https://api.aws.amazon.com/; https://cloudresourcemanager.googleapis.com/",CloudOps via AWS+Vault,1,"cloud_assets(account_id text, resource_arn text, config jsonb) + idx(account_id); azure_resources(raw jsonb)","Account inventory, misconfiguration report, throttle dashboard; Raw cloud_accounts export; Raw cloud_assets export; Raw cloud_findings export",Pause offending account; keep last snapshot; retry with backoff; alert CloudOps.
aws_inspector_scan_scheduler,Cloud Security Posture Mgmt,6,Cloud & Virtual Infra Discovery,"Discover accounts, resources, and misconfigurations across AWS Organizations.","AWS Organizations, Config, Security Hub, IAM APIs",Cross‑account IAM role with external ID; short‑lived creds; brokered via Vault AWS engine.,"cloud_accounts, cloud_assets, cloud_findings",All target accounts reachable; throttling handled; misconfigs triaged.,Role trust broken; throttling >30m; API quota exceeded; region denies.,hourly,15,CloudOps,in-progress,P2 - Elevated,High,4.0,2,"sts:AssumeRole (arn:aws:iam::<acct>:role/TenantraAudit), https://api.aws.amazon.com/; sts:AssumeRole arn:aws:iam::<acct>:role/TenantraAudit; https://management.azure.com/; https://api.aws.amazon.com/; https://cloudresourcemanager.googleapis.com/",CloudOps via AWS+Vault,1,"cloud_assets(account_id text, resource_arn text, config jsonb) + idx(account_id); aws_config_snapshots(raw jsonb) partition by day","Account inventory, misconfiguration report, throttle dashboard; Raw cloud_accounts export; Raw cloud_assets export; Raw cloud_findings export",Pause offending account; keep last snapshot; retry with backoff; alert CloudOps.
gcp_security_scanner,Cloud Security Posture Mgmt,6,Cloud & Virtual Infra Discovery,"Discover accounts, resources, and misconfigurations across AWS Organizations.","AWS Organizations, Config, Security Hub, IAM APIs, GCP Cloud Resource Manager",Workload identity federation or service account key in Vault kv/tenants/<tenant>/gcp,"cloud_accounts, cloud_assets, cloud_findings",All target accounts reachable; throttling handled; misconfigs triaged.,Role trust broken; throttling >30m; API quota exceeded; region denies.,hourly,15,CloudOps,in-progress,P2 - Elevated,High,4.0,2,"sts:AssumeRole (arn:aws:iam::<acct>:role/TenantraAudit), https://api.aws.amazon.com/; https://cloudresourcemanager.googleapis.com/",CloudOps via AWS+Vault,1,"cloud_assets(account_id text, resource_arn text, config jsonb) + idx(account_id); gcp_assets(raw jsonb)","Account inventory, misconfiguration report, throttle dashboard; Raw cloud_accounts export; Raw cloud_assets export; Raw cloud_findings export",Pause offending account; keep last snapshot; retry with backoff; alert CloudOps.
service_mesh_policy_enforcer,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting, WinRM/WMI/PowerShell",AD delegated service account (JEA) in Vault kv/tenants/<tenant>/winops,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name); svc_inventory(host_id, svc_name, state) + idx(host_id, svc_name); svc_inventory(host_id, svc_name, start_type, state) idx(host_id,svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
kubernetes_node_drain_checker,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
helm_release_version_tracker,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
sidecar_injection_monitor,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
container_runtime_metrics_collector,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
service_dependency_graph_builder,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting, WinRM/WMI/PowerShell",AD delegated service account (JEA) in Vault kv/tenants/<tenant>/winops,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name); svc_inventory(host_id, svc_name, state) + idx(host_id, svc_name); svc_inventory(host_id, svc_name, start_type, state) idx(host_id,svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
api_gateway_rate_limit_monitor,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
distributed_cache_health_checker,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
job_queue_depth_monitor,Microservices Observability,8,Services & Scheduled Tasks,Inventory Windows services/tasks and flag anomalous states and autostarts.,"WinRM, WMI, PowerShell Remoting",AD delegated service account (JEA); secrets managed in Vault; PAM rotation.,"svc_inventory, task_schedules",Service/task inventory complete; start‑type/state drift flagged; low alert noise.,WinRM unreachable; RPC/COM failures; permissions denied.,hourly,10,WindowsOps,backlog,P4 - Backlog,Low,2.0,4,winrm://<host>; wmi://Win32_Service; powershell://ScheduledTasks,WindowsOps via Vault,90,"svc_inventory(host_id, svc_name, start_type, state, bin_path) + idx(host_id, svc_name)","Service inventory CSV, drift alerts, failures report; Raw svc_inventory export; Raw task_schedules export",Retain last good inventory; mark host stale; reattempt next hour.
sbom_generator_monitor,Supply-Chain Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
container_registry_policy_checker,Supply-Chain Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
dependency_chain_analyzer,Supply-Chain Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
git_commit_signed_checker,Supply-Chain Security,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
aws_kms_key_policy_validator,Secrets Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; sts:AssumeRole arn:aws:iam::<acct>:role/TenantraAudit,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); aws_config_snapshots(raw jsonb) partition by day","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
azure_keyvault_access_monitor,Secrets Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; https://management.azure.com/,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); azure_resources(raw jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
gcp_secret_manager_scanner,Secrets Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices, GCP Cloud Resource Manager",Workload identity federation or service account key in Vault kv/tenants/<tenant>/gcp,"network_assets, network_findings, firewall_policies, cloud_assets, cloud_findings",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,CloudOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw; https://cloudresourcemanager.googleapis.com/,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb); gcp_assets(raw jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export; Raw cloud_assets export; Raw cloud_findings export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
terraform_state_secrets_detector,Secrets Management,3,Network Exposure Scanning,Map exposed services and policy misconfigurations across perimeter firewalls and DMZ.,"Panorama API, Nmap TCP/UDP, SNMPv3 on edge devices",Panorama API key per tenant; SNMPv3 authPriv; all secrets in Vault; source IP allow-listed.,"network_assets, network_findings, firewall_policies",≥90% subnet coverage; port/service inventory updated; policy anomalies flagged.,ACL blocks; scan budget exceeded; SNMP auth fail; API throttling.,daily,15,NetOps,design,P2 - Elevated,High,4.0,2,https://panorama/api/; nmap://scanner; snmpv3://edge-fw,NetOps via Vault (kv/tenants/<tenant>/panorama),90,"network_findings(id uuid pk, tenant_id, ip inet, port int, svc text, severity text, meta jsonb)","Open-port delta report, exposed service list, policy drift summary; Raw network_assets export; Raw network_findings export; Raw firewall_policies export",Throttle probes; fall back to last inventory; requeue with backoff; notify NetOps.
